genres,id,Place,vote_average,vote_count,Place,Name of City,Cat1,keywords
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 9648, ""name"": ""Ferries""}, {""id"": 53, ""name"": ""Historic Sites""}]",26688,Masjid E Javeed,5.4,177,Masjid E Javeed,Tamil Nadu,Sights & Landmarks,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",43867,Achalam Art Gallery,8.4,11,Achalam Art Gallery,Tamil Nadu,Museums,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}, {""id"": 18, ""name"": ""Islands""}]",6615,Singeeswarar Temple,7.1,509,Singeeswarar Temple,Tamil Nadu,Sights & Landmarks,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
"[{""id"": 10752, ""name"": ""Government Buildings""}, {""id"": 18, ""name"": ""Islands""}]",14574,"Agatheeswaran Akilandeswari Temple , Nungambakkam",7.7,1451,"Agatheeswaran Akilandeswari Temple , Nungambakkam",Tamil Nadu,Sights & Landmarks,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 10402, ""name"": ""Churches & Cathedrals""}]",16,Adikeshava Perumal Temple,7.6,377,Adikeshava Perumal Temple,Tamil Nadu,Sights & Landmarks,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",39780,Parasurama Easwara Temple,6.2,25,Parasurama Easwara Temple,Tamil Nadu,Sights & Landmarks,"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death."
"[{""id"": 80, ""name"": ""Beaches""}, {""id"": 18, ""name"": ""Islands""}]",21612,Aadhi Arts,7.3,31,Aadhi Arts,Tamil Nadu,Shopping,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",36691,Raahu Navagrahasthalam,5.8,84,Raahu Navagrahasthalam,Tamil Nadu,Sights & Landmarks,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 53, ""name"": ""Historic Sites""}]",23631,Aruna Janaki Mahal,6.3,1150,Aruna Janaki Mahal,Tamil Nadu,Traveller Resources,No overview found.
"[{""id"": 80, ""name"": ""Beaches""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}]",45324,Brahmadesam Kailasanathar Temple,6,94,Brahmadesam Kailasanathar Temple,Tamil Nadu,Sights & Landmarks,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted."
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 10751, ""name"": ""Parks""}]",12144,Kripapureeswarar Temple,7,640,Kripapureeswarar Temple,Tamil Nadu,Sights & Landmarks,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 36, ""name"": ""Shopping Malls""}, {""id"": 10752, ""name"": ""Government Buildings""}]",11658,Mercury Temple,7.4,133,Mercury Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10751, ""name"": ""Parks""}]",56601,Kanchanur Temple,6.3,30,Kanchanur Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 53, ""name"": ""Historic Sites""}]",9552,Good Shepherd Lutheran Church,7.5,2005,Good Shepherd Lutheran Church,Tamil Nadu,Sights & Landmarks,
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",578,Moongilanai Kamatchi Amman Temple,7.5,2542,Moongilanai Kamatchi Amman Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",2105,Thirumurugan Handicrafts,6.4,2296,Thirumurugan Handicrafts,Tamil Nadu,Shopping,
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10751, ""name"": ""Parks""}]",126319,Kolli Hills Boat House,7.6,142,Kolli Hills Boat House,Tamil Nadu,Sights & Landmarks,
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}]",10136,Loving Shepherd Church,5.6,304,Loving Shepherd Church,Tamil Nadu,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",67660,Lemurian Park,6.9,281,Lemurian Park,Tamil Nadu,Nature & Parks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}]",10611,Art World Gallery,6.2,137,Art World Gallery,Tamil Nadu,Shopping,
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 53, ""name"": ""Historic Sites""}]",154,St Thomas Garrison Church,7.3,675,St Thomas Garrison Church,Tamil Nadu,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 9648, ""name"": ""Ferries""}]",3049,Azhagar Perumal Kovil,6.4,1648,Azhagar Perumal Kovil,Tamil Nadu,Sights & Landmarks,
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",860,Fashion Express,7,504,Fashion Express,Tamil Nadu,Shopping,
"[{""id"": 80, ""name"": ""Beaches""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}, {""id"": 53, ""name"": ""Historic Sites""}]",9281,Sangeetha Mahal,7,375,Sangeetha Mahal,Tamil Nadu,Concerts & Shows,
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 10752, ""name"": ""Government Buildings""}]",75674,Vinayagar Temple,6.3,417,Vinayagar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 10402, ""name"": ""Churches & Cathedrals""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}, {""id"": 80, ""name"": ""Beaches""}]",9762,Art Mart,6.7,1060,Art Mart,Tamil Nadu,Shopping,
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}]",3179,Oriental Arts,6.5,168,Oriental Arts,Tamil Nadu,Shopping,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 10749, ""name"": ""Shopping""}]",184,Christ Church,7.3,1514,Christ Church,Tamil Nadu,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",13335,Full Gospel Church,6.2,497,Full Gospel Church,Tamil Nadu,Sights & Landmarks,
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 53, ""name"": ""Historic Sites""}]",76726,Adeeswar Temple,6.6,1935,Adeeswar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 10402, ""name"": ""Churches & Cathedrals""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",10269,Adayar Broken Bridge,6.2,51,Adayar Broken Bridge,Tamil Nadu,Sights & Landmarks,
"[{""id"": 10751, ""name"": ""Parks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}]",36819,Edaganatheswarar Temple,6.6,249,Edaganatheswarar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 10402, ""name"": ""Churches & Cathedrals""}, {""id"": 10749, ""name"": ""Shopping""}]",17130,Vyagrapureeswarar Temple,4.7,158,Vyagrapureeswarar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 80, ""name"": ""Beaches""}]",57214,Arulmigu Sri Agatheeswarar Temple,6.5,1564,Arulmigu Sri Agatheeswarar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 36, ""name"": ""Shopping Malls""}, {""id"": 10752, ""name"": ""Government Buildings""}]",11202,Kasi Viswanathar Temple,7.3,323,Kasi Viswanathar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 53, ""name"": ""Historic Sites""}]",9357,Vada Thiruthalinathar Temple,6.6,435,Vada Thiruthalinathar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 53, ""name"": ""Historic Sites""}]",13812,Sothavilai Beach,5.5,339,Sothavilai Beach,Tamil Nadu,Outdoor Activities,
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 53, ""name"": ""Historic Sites""}]",9030,Hobby Paradise,5.5,281,Hobby Paradise,Tamil Nadu,Shopping,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}]",19084,Adonai Shalom Church,4.7,30,Adonai Shalom Church,Tamil Nadu,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}]",8386,Sri Satyagireeswarar Temple,6.3,218,Sri Satyagireeswarar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 18, ""name"": ""Islands""}]",10437,St. Mary's Cathedral,7.2,212,St. Mary's Cathedral,Tamil Nadu,Sights & Landmarks,
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",1360,Sri Ramanaadheswarar Temple,7.3,383,Sri Ramanaadheswarar Temple,Tamil Nadu,Sights & Landmarks,
"[{""id"": 99, ""name"": ""Nature & Wildlife Areas""}, {""id"": 10402, ""name"": ""Churches & Cathedrals""}]",101267,Senate House,6.5,85,Senate House,Tamil Nadu,Sights & Landmarks,
"[{""id"": 10749, ""name"": ""Shopping""}, {""id"": 18, ""name"": ""Islands""}]",222935,Kitchen e Lazeez,7.6,3759,Kitchen e Lazeez,Tamil Nadu,Sights & Landmarks,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 80, ""name"": ""Beaches""}]",10220,Sri Viswam Wooden Arts,6.9,439,Sri Viswam Wooden Arts,Tamil Nadu,Shopping,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}]",284296,Focus Art Gallery,6.3,210,Focus Art Gallery,Tamil Nadu,Shopping,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max."
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",31915,Kasi Viswanathar Temple,5.4,25,Kasi Viswanathar Temple,Tamil Nadu,Sights & Landmarks,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe."
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 9648, ""name"": ""Ferries""}, {""id"": 53, ""name"": ""Historic Sites""}]",11601,Lakshmana Tirtham,6.5,330,Lakshmana Tirtham,Tamil Nadu,Sights & Landmarks,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own."
"[{""id"": 18, ""name"": ""Islands""}]",205220,Greater Grace Church,7.4,579,Greater Grace Church,Tamil Nadu,Sights & Landmarks,"Obsessive master thief, Neil McCauley leads a top-notch crew on various insane heists throughout Los Angeles while a mentally unstable detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}]",11354,Zylnn Antiques,6.4,72,Zylnn Antiques,Tamil Nadu,Shopping,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it."
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",16241,Almighty Apostolic Faith Church,6.6,101,Almighty Apostolic Faith Church,Tamil Nadu,Sights & Landmarks,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence."
"[{""id"": 14, ""name"": ""Museums""}, {""id"": 10749, ""name"": ""Shopping""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 35, ""name"": ""Science Museums""}]",14191,Sri Ram Mandir,5.8,364,Sri Ram Mandir,Tamil Nadu,Sights & Landmarks,"International action superstar Jean Claude Van Damme teams with Powers Boothe in a Tension-packed, suspense thriller, set against the back-drop of a Stanley Cup game.Van Damme portrays a father whose daughter is suddenly taken during a championship hockey game. With the captors demanding a billion dollars by game's end, Van Damme frantically sets a plan in motion to rescue his daughter and abort an impending explosion before the final buzzer..."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 9648, ""name"": ""Ferries""}, {""id"": 10749, ""name"": ""Shopping""}]",286565,Kadamba Vaneswarar Temple,6.1,1937,Kadamba Vaneswarar Temple,Tamil Nadu,Sights & Landmarks,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.
"[{""id"": 35, ""name"": ""Science Museums""}]",26710,Sri Bharadhan Handicrafts,4.3,15,Sri Bharadhan Handicrafts,Tamil Nadu,Shopping,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",129670,Sri Nava Narasimhar Temple,7.4,636,Sri Nava Narasimhar Temple,Tamil Nadu,Sights & Landmarks,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count."
"[{""id"": 27, ""name"": ""Sacred & Religious Sites""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 53, ""name"": ""Historic Sites""}]",9059,Sri Ayyppa Sannidhi,6.7,94,Sri Ayyppa Sannidhi,Tamil Nadu,Sights & Landmarks,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",34549,P. Orr & Sons,5.4,33,P. Orr & Sons,Tamil Nadu,Sights & Landmarks,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}]",57157,HHEC of India Ltd.,5.6,364,HHEC of India Ltd.,Tamil Nadu,Shopping,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 80, ""name"": ""Beaches""}]",1948,Athreyaa Art Gallery,6.6,1151,Athreyaa Art Gallery,Tamil Nadu,Shopping,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",28353,Srinivasa Perumal Temple,5.3,8,Srinivasa Perumal Temple,Tamil Nadu,Sights & Landmarks,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",46889,Danish Governor Bungalow,5.3,11,Danish Governor Bungalow,Tamil Nadu,Sights & Landmarks,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",38093,Tibetian Art Gallery,6.1,99,Tibetian Art Gallery,Tamil Nadu,Shopping,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war."
"[{""id"": 18, ""name"": ""Islands""}]",14976,Visaga Design India,6.1,163,Visaga Design India,Tamil Nadu,Shopping,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him."
"[{""id"": 10749, ""name"": ""Shopping""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 18, ""name"": ""Islands""}]",11027,Chandran Theatre,6.4,110,Chandran Theatre,Tamil Nadu,Concerts & Shows,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",3635,Independence Day Park,6.4,377,Independence Day Park,Tamil Nadu,Nature & Parks,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 36, ""name"": ""Shopping Malls""}, {""id"": 10752, ""name"": ""Government Buildings""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",387,Sri Vashu Pujaya Swami Mandir,7.9,613,Sri Vashu Pujaya Swami Mandir,Tamil Nadu,Sights & Landmarks,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself."
"[{""id"": 35, ""name"": ""Science Museums""}]",6020,Redeemed Christian Church of God,4.6,47,Redeemed Christian Church of God,Tamil Nadu,Sights & Landmarks,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",122906,Art Houz,7.8,2067,Art Houz,Tamil Nadu,Shopping,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 10749, ""name"": ""Shopping""}]",9550,Sree Moolai Anjaneya Temple,7.1,439,Sree Moolai Anjaneya Temple,Tamil Nadu,Sights & Landmarks,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 53, ""name"": ""Historic Sites""}]",60599,Sri Ramalingaswami Temple,6.1,294,Sri Ramalingaswami Temple,Tamil Nadu,Sights & Landmarks,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 53, ""name"": ""Historic Sites""}]",227719,Sri Malleeswarar Temple,6.4,933,Sri Malleeswarar Temple,Tamil Nadu,Sights & Landmarks,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 36, ""name"": ""Shopping Malls""}, {""id"": 10402, ""name"": ""Churches & Cathedrals""}]",14299,Bala Murali Theatre,6.9,86,Bala Murali Theatre,Tamil Nadu,Concerts & Shows,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 35, ""name"": ""Science Museums""}]",19419,Maduciam,4.9,23,Maduciam,Tamil Nadu,Sights & Landmarks,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",12088,Mayor Radhakrishnan Stadium,5.7,168,Mayor Radhakrishnan Stadium,Tamil Nadu,Sights & Landmarks,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}]",14799,Swamy Kasi Viswanatha Thiru Koil,5.9,43,Swamy Kasi Viswanatha Thiru Koil,Tamil Nadu,Sights & Landmarks,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}]",9466,IPlay,6,111,IPlay,Tamil Nadu,Water & Amusement Parks,
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}]",7510,Shiva Vishnu Temple,5.8,78,Shiva Vishnu Temple,Tamil Nadu,Sights & Landmarks,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 10749, ""name"": ""Shopping""}]",31246,Apostolic Holy Rebeemer Church,3,23,Apostolic Holy Rebeemer Church,Tamil Nadu,Sights & Landmarks,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector."
